   ,CRADNO,QHAREAID,SEX,AGEGROUP,NUM,qu
822,50,440303010,1,25,16,440303
823,62,440303010,2,45,4,440303
824,32,440303010,2,25,10,440303
825,34,440303010,1,65,6,440303
826,34,440303010,1,80,1,440303
827,46,440303010,1,65,3,440303
828,36,440303010,2,65,11,440303
829,32,440303010,2,10,4,440303
830,46,440303010,2,50,4,440303
831,13,440303010,1,10,2,440303
832,22,440303010,1,15,1,440303
833,45,440303010,1,55,5,440303
834,45,440303010,1,60,6,440303
835,37,440303010,1,40,14,440303
836,未告,440303010,2,65,1,440303
837,35,440303010,2,15,3,440303
838,13,440303010,1,70,3,440303
839,52,440303010,2,60,3,440303
840,22,440303010,2,60,5,440303
841,46,440303010,1,15,5,440303
842,61,440303010,2,65,9,440303
843,13,440303010,2,20,7,440303
844,23,440303010,1,5,2,440303
845,20,440303010,1,10,2,440303
846,52,440303010,1,70,3,440303
847,1,440303010,2,10,1,440303
848,52,440303010,1,50,7,440303
849,45,440303010,2,1,3,440303
850,1,440303010,2,0,4,440303
851,35,440303010,2,40,10,440303
852,31,440303010,1,65,2,440303
853,不祥,440303010,1,5,4,440303
854,无,440303010,1,80,6,440303
855,15,440303010,2,50,4,440303
856,35,440303010,1,5,6,440303
857,21,440303010,2,65,3,440303
858,50,440303010,1,15,8,440303
859,W7,440303010,1,40,1,440303
860,李宝,440303010,2,0,1,440303
861,0,440303010,2,5,1,440303
862,36,,1,5,27,
863,44,440303010,2,85,7,440303
864,37,440303010,2,35,7,440303
865,63,440303010,1,35,1,440303
866,暂无,440303010,1,65,1,440303
867,.,440303010,1,1,1,440303
868,1,440303010,2,5,2,440303
869,51,440303010,1,75,2,440303
870,12,440303010,2,1,3,440303
871,50,440303010,2,1,1,440303
872,19,440303010,2,20,2,440303
873,未提,440303010,1,10,1,440303
874,44,440303009,1,25,912,440303
875,51,440303009,1,40,120,440303
876,44,440303009,2,40,482,440303
877,。,440303010,1,25,1,440303
878,11,440303010,1,15,1,440303
879,42,440303010,2,75,5,440303
880,？,440303010,1,10,1,440303
881,53,440303010,2,65,1,440303
882,51,440303009,1,5,23,440303
883,12,440303009,1,30,1,440303
884,无,440303010,1,75,1,440303
885,不在,440303010,1,65,1,440303
886,曾奕,440303010,2,0,1,440303
887,不详,440303010,2,85,1,440303
888,0,440303010,1,1,3,440303
889,曾奕,440303010,1,0,1,440303
890,36,440303009,2,20,80,440303
891,44,440303009,1,15,492,440303
892,43,440303009,1,40,165,440303
893,暂无,440303010,2,60,1,440303
894,44,440303009,1,5,303,440303
895,50,440303009,2,30,12,440303
896,62,440303010,1,85,1,440303
897,23,440303009,1,35,19,440303
898,44,440303009,1,20,855,440303
899,43,440303010,2,80,2,440303
900,12,440303010,1,25,1,440303
901,23,440303010,1,70,1,440303
902,22,440303009,1,25,7,440303
903,42,440303009,2,15,30,440303
904,12,440303010,2,55,1,440303
905,12,440303010,1,75,1,440303
906,不,440303010,2,5,1,440303
907,35,440303009,1,25,28,440303
908,44,440303009,1,1,252,440303
909,32,440303010,1,0,1,440303
910,42,440303010,1,0,1,440303
911,42,440303009,2,60,31,440303
912,33,440303009,1,35,11,440303
913,还没,440303010,1,0,1,440303
914,51,440303009,1,35,73,440303
915,无,440303009,2,10,25,440303
916,34,440303009,2,25,24,440303
917,36,440303009,2,15,39,440303
918,62,440303009,2,50,1,440303
919,51,440303009,2,25,72,440303
920,43,440303009,2,50,81,440303
921,无号,440303009,2,75,2,440303
922,无证,440303009,2,1,18,440303
923,22,440303009,1,10,1,440303
924,34,440303009,1,40,30,440303
925,34,440303009,2,10,7,440303
926,23,440303009,1,40,18,440303
927,45,440303009,1,35,38,440303
928,45,440303009,1,50,20,440303
929,21,440303009,1,35,12,440303
930,36,440303009,2,30,97,440303
931,37,440303009,2,55,7,440303
932,未入,440303009,2,0,6,440303
933,41,440303009,1,35,68,440303
934,41,440303009,1,10,10,440303
935,41,440303009,1,60,10,440303
936,45,440303009,1,65,4,440303
937,13,440303009,2,5,1,440303
938,14,440303009,1,25,6,440303
939,44,440303009,2,0,16,440303
940,46,440303009,1,35,9,440303
941,23,440303009,1,70,5,440303
942,不,440303009,1,1,1,440303
943,11,440303009,1,45,6,440303
944,33,440303009,2,40,11,440303
945,37,440303009,1,45,7,440303
946,64,440303009,1,10,1,440303
947,36,440303009,1,45,44,440303
948,23,440303009,1,75,1,440303
949,42,440303009,2,80,2,440303
950,13,440303009,1,75,1,440303
951,53,440303009,2,30,9,440303
952,无证,440303009,2,70,1,440303
953,11,440303009,2,5,1,440303
954,19,440303009,2,20,2,440303
955,61,440303009,1,50,5,440303
956,36,440303009,2,55,18,440303
957,50,440303009,2,15,12,440303
958,53,440303009,1,20,4,440303
959,46,440303009,1,30,9,440303
960,35,440303009,1,5,10,440303
961,14,440303009,1,30,6,440303
962,19,440303009,2,15,1,440303
963,63,440303009,1,1,1,440303
964,32,440303009,1,25,15,440303
965,23,440303009,1,10,3,440303
966,32,440303009,1,35,18,440303
967,23,440303009,1,15,1,440303
968,21,440303009,2,15,3,440303
969,11,440303009,1,40,5,440303
970,35,440303009,2,50,12,440303
971,22,440303009,1,1,2,440303
972,代问,440303009,2,1,1,440303
973,23,440303009,1,50,9,440303
974,62,440303009,1,50,3,440303
975,51,440303009,2,65,11,440303
976,45,440303009,1,10,6,440303
977,33,440303009,1,30,9,440303
978,23,440303009,1,25,11,440303
979,32,440303009,1,0,1,440303
980,53,440303009,2,60,2,440303
981,53,440303009,2,35,7,440303
982,22,440303009,2,50,8,440303
983,14,440303009,1,50,3,440303
984,14,440303009,1,15,3,440303
985,不祥,440303009,2,1,1,440303
986,62,440303009,2,35,6,440303
987,53,440303009,1,65,1,440303
988,14,440303009,2,50,2,440303
989,22,440303009,2,5,3,440303
990,无证,440303009,2,65,2,440303
991,50,440303009,2,1,5,440303
992,20,440303009,1,0,4,440303
993,62,440303009,1,60,1,440303
994,12,440303009,2,25,1,440303
995,32,440303009,1,10,3,440303
996,61,440303009,1,10,2,440303
997,61,440303009,2,15,3,440303
998,14,440303009,1,55,2,440303
999,61,440303009,2,70,2,440303
1000,41,440303009,2,65,8,440303
1001,12,440303009,2,70,2,440303
1002,45,440303009,1,55,8,440303
1003,11,440303009,2,70,1,440303
1004,65,440303009,1,35,2,440303
1005,46,440303009,2,1,2,440303
1006,14,440303009,1,70,1,440303
1007,无,440303009,2,15,3,440303
1008,31,440303009,1,45,2,440303
1009,53,440303009,1,1,1,440303
1010,15,440303009,1,55,1,440303
1011,无号,440303009,1,15,2,440303
1012,50,440303009,2,0,1,440303
1013,22,440303009,2,75,2,440303
1014,22,440303009,2,60,3,440303
1015,41,440303009,2,0,1,440303
1016,11,440303009,2,50,1,440303
1017,天,440303009,2,1,1,440303
1018,37,440303009,1,55,1,440303
1019, 未,440303009,2,1,1,440303
1020,52,440303009,1,55,3,440303
1021,64,440303009,2,15,1,440303
1022,65,440303009,1,15,2,440303
1023,33,440303009,1,25,5,440303
1024,正在,440303009,1,0,1,440303
1025,19,440303009,1,45,1,440303
1026,23,440303009,1,5,2,440303
1027,不详,440303009,2,1,2,440303
1028,64,440303009,2,5,1,440303
1029,31,440303009,1,65,1,440303
1030,31,440303009,2,15,1,440303
1031,15,440303009,1,40,2,440303
1032,44,440303008,2,25,1113,440303
1033,不详,440303008,2,10,3,440303
1034,43,440303008,2,55,27,440303
1035,46,440303008,1,20,14,440303
1036,44,440303008,1,25,1320,440303
1037,36,440303008,2,30,74,440303
1038,41,440303008,2,25,80,440303
1039,43,440303008,1,55,25,440303
1040,22,440303008,2,65,3,440303
1041,43,440303008,2,20,159,440303
1042,33,440303008,1,25,13,440303
1043,42,440303008,1,30,126,440303
1044,53,440303008,1,35,2,440303
1045,61,440303008,1,45,8,440303
1046,33,440303008,2,25,8,440303
1047,61,440303008,1,1,1,440303
1048,44,440303008,1,65,64,440303
1049,37,440303009,1,65,2,440303
1050,51,440303008,1,30,75,440303
1051,61,440303008,2,40,6,440303
1052,42,440303008,1,65,18,440303
1053,45,440303008,1,1,11,440303
1054,51,440303008,2,25,74,440303
1055,23,440303008,2,25,19,440303
1056,42,440303008,1,15,27,440303
1057,45,440303008,2,50,14,440303
1058,43,440303008,2,45,52,440303
1059,36,440303008,2,50,28,440303
1060,37,440303008,1,30,18,440303
1061,21,440303009,2,70,1,440303
1062,52,440303009,1,65,1,440303
1063,36,440303008,1,15,33,440303
1064,12,440303008,1,25,1,440303
1065,13,440303008,1,25,12,440303
1066,32,440303008,1,55,4,440303
1067,51,440303008,2,5,15,440303
1068,45,440303008,1,30,78,440303
1069,53,440303008,2,20,7,440303
1070,44,440303008,2,70,29,440303
1071,61,440303008,1,65,2,440303
1072,41,440303008,1,15,41,440303
1073,46,440303009,2,50,2,440303
1074,31,440303009,2,65,1,440303
1075,为说,440303009,1,1,1,440303
1076,号码,440303009,1,5,1,440303
1077,41,440303008,2,5,16,440303
1078,41,440303008,2,40,32,440303
1079,41,440303008,2,0,1,440303
1080,64,440303008,2,20,1,440303
1081,43,440303008,1,65,11,440303
1082,42,440303008,2,60,31,440303
1083,无,440303008,2,65,10,440303
1084,64,440303009,1,1,1,440303
1085,43,440303008,1,50,43,440303
1086,61,440303008,1,40,13,440303
1087,63,440303009,2,20,1,440303
1088,62,440303008,1,40,4,440303
1089,22,440303008,1,30,12,440303
1090,身份,440303008,2,0,1,440303
1091,61,440303009,1,75,1,440303
1092,22,440303009,1,80,1,440303
1093,15,440303009,2,70,1,440303
1094,61,440303009,2,0,1,440303
1095,31,440303009,2,70,1,440303
1096,证件,440303008,1,1,2,440303
1097,14,440303008,2,60,4,440303
1098,62,440303008,1,70,1,440303
1099,不详,440303008,1,0,10,440303
1100,19,440303009,2,60,1,440303
1101,新生,440303009,1,0,1,440303
1102,33,440303008,1,1,3,440303
1103,44,440303008,1,85,5,440303
1104,21,440303008,2,35,17,440303
1105,13,440303008,2,25,9,440303
1106,无,440303008,2,80,3,440303
1107,35,440303008,1,10,10,440303
1108,51,440303008,2,0,2,440303
1109,不详,440303008,2,5,10,440303
1110,22,440303008,2,25,11,440303
1111,46,440303008,2,50,3,440303
1112,不祥,440303008,2,1,5,440303
1113,13,440303008,1,0,2,440303
1114,33,440303008,2,20,8,440303
1115,42,440303008,2,10,13,440303
1116,35,440303008,2,45,8,440303
1117,未上,440303008,2,0,7,440303
1118,62,440303008,1,35,6,440303
1119,41,440303008,1,60,4,440303
1120,不详,440303008,2,80,1,440303
1121,不在,440303008,2,10,1,440303
1122,53,440303008,1,30,8,440303
1123,33,440303008,1,10,2,440303
1124,无,440303008,1,15,6,440303
1125,民,440303008,1,65,1,440303
1126,22,440303008,1,70,1,440303
1127,22,440303008,2,40,8,440303
1128,12,440303008,1,60,1,440303
1129,46,440303008,1,55,1,440303
1130,21,440303008,2,45,2,440303
1131,22,440303008,1,50,2,440303
1132,23,440303008,2,20,5,440303
1133,33,440303008,2,40,4,440303
1134,37,440303008,2,45,3,440303
1135,61,440303008,2,1,1,440303
1136,46,440303008,1,50,3,440303
1137,不说,440303008,2,1,1,440303
1138,31,440303008,2,45,2,440303
1139,46,440303008,2,55,3,440303
1140,41,440303008,2,70,1,440303
1141,3,440303008,1,10,1,440303
1142,"无
",440303008,2,5,1,440303
1143,12,440303008,1,1,1,440303
1144,35,440303008,1,65,2,440303
1145,21,440303008,2,50,1,440303
1146,不详,440303008,1,65,1,440303
1147,无身,440303008,2,5,1,440303
1148,53,440303008,2,15,4,440303
1149,65,440303008,1,15,1,440303
1150,12,440303008,2,35,1,440303
1151,65,440303008,1,70,1,440303
1152,31,440303008,2,25,1,440303
1153,33,440303008,2,10,1,440303
1154,61,440303008,1,5,1,440303
1155,老人,440303008,2,65,1,440303
1156,64,440303008,1,75,1,440303
1157,15,440303008,1,60,1,440303
1158,33,440303008,2,65,1,440303
1159,无,440303006,1,1,512,440303
1160,35,440303006,1,35,21,440303
1161,50,440303006,2,20,34,440303
1162,42,440303006,1,5,45,440303
1163,51,440303006,2,40,348,440303
1164,42,440303006,1,50,87,440303
1165,43,440303006,2,45,135,440303
1166,45,440303006,1,5,10,440303
1167,44,440303006,2,50,170,440303
1168,32,440303006,2,55,6,440303
1169,41,440303006,1,20,154,440303
1170,34,440303006,2,35,41,440303
1171,43,440303006,2,50,114,440303
1172,52,440303006,1,15,18,440303
1173,51,440303006,2,50,208,440303
1174,52,440303006,2,10,2,440303
1175,42,440303006,1,35,166,440303
1176,51,440303006,2,45,335,440303
1177,36,440303006,1,1,45,440303
1178,36,440303006,1,35,137,440303
1179,45,440303006,2,45,25,440303
1180,42,440303006,1,40,165,440303
1181,45,440303006,2,30,93,440303
1182,32,440303006,1,25,34,440303
1183,42,440303006,1,55,50,440303
1184,O,440303006,1,0,5,440303
1185,41,440303006,2,45,55,440303
1186,51,440303006,2,20,249,440303
1187,无身,440303006,2,0,17,440303
1188,52,440303006,2,15,19,440303
1189,61,440303006,2,25,39,440303
1190,50,440303006,1,25,64,440303
1191,65,440303006,2,30,4,440303
1192,，,440303006,2,0,5,440303
1193,35,440303006,2,35,21,440303
1194,一,440303006,2,60,1,440303
1195,53,440303006,1,20,12,440303
1196,21,440303006,1,40,12,440303
1197,50,440303006,1,30,23,440303
1198,无身,440303006,2,1,32,440303
1199,44,440303006,2,10,126,440303
1200,35,440303006,2,40,13,440303
1201,37,440303006,2,30,27,440303
1202,62,440303006,1,75,1,440303
1203,37,440303006,1,80,1,440303
1204,53,440303006,2,35,7,440303
1205,62,440303006,1,1,2,440303
1206,52,440303006,2,20,32,440303
1207,62,440303006,2,20,20,440303
1208,34,440303006,1,60,8,440303
1209,31,440303006,1,45,9,440303
1210,21,440303006,1,20,14,440303
1211,无,440303006,1,55,1,440303
1212,43,440303006,2,1,32,440303
1213,65,440303006,1,50,2,440303
1214,12,440303006,1,50,3,440303
1215,32,440303006,2,35,6,440303
1216,65,440303006,2,60,1,440303
1217,43,440303006,2,75,7,440303
1218,61,440303008,1,75,1,440303
1219,63,440303008,1,55,1,440303
1220,12,440303008,1,0,1,440303
1221,52,440303006,2,5,3,440303
1222,13,440303006,1,50,8,440303
1223,14,440303006,1,40,14,440303
1224,33,440303006,2,5,2,440303
1225,23,440303006,1,85,1,440303
1226,11,440303006,1,1,2,440303
1227,41,440303006,1,55,27,440303
1228,52,440303008,1,1,1,440303
1229,"无
",440303006,2,0,3,440303
1230,22,440303006,2,40,10,440303
1231,34,440303006,1,5,19,440303
1232,34,440303006,2,45,22,440303
1233,15,440303006,1,50,4,440303
1234,22,440303006,1,50,14,440303
1235,64,440303006,1,35,3,440303
1236,35,440303006,2,10,3,440303
1237,46,440303006,1,20,18,440303
1238,37,440303006,2,60,6,440303
1239,41,440303006,1,80,2,440303
1240,元,440303006,1,1,1,440303
1241,34,440303006,2,15,13,440303
1242,46,440303006,1,15,1,440303
1243,41,,1,30,124,
1244,51,440303006,2,75,15,440303
1245,35,440303006,1,0,1,440303
1246,12,440303006,2,55,2,440303
1247,53,440303006,1,40,14,440303
1248,0,440303006,2,5,5,440303
1249,23,440303006,2,10,3,440303
1250,61,440303006,1,1,6,440303
1251,15,440303006,1,45,2,440303
1252,32,440303006,1,15,4,440303
1253,52,440303006,2,65,2,440303
1254,21,440303006,2,10,1,440303
1255,14,440303006,2,40,4,440303
1256,61,440303006,2,70,2,440303
1257,无身,440303006,1,65,1,440303
1258,45,440303006,1,60,8,440303
1259,64,440303006,1,15,1,440303
1260,46,,1,35,8,
1261,42,440303006,1,75,3,440303
1262,45,440303006,1,0,1,440303
1263,34,440303006,1,70,4,440303
1264,O,440303006,1,15,2,440303
1265,63,440303006,2,25,2,440303
1266,无证,440303006,1,10,1,440303
1267,"
无",440303006,1,1,1,440303
1268,52,,1,15,32,
1269,一,440303006,1,5,3,440303
1270,62,440303006,2,85,1,440303
1271,12,440303006,2,20,1,440303
1272,65,,2,10,1,
1273,50,440303006,1,0,1,440303
1274,33,440303006,2,70,2,440303
1275,无,440304002,1,1,44,440304
1276,42,440304002,2,45,81,440304
1277,41,440304002,2,35,42,440304
1278,21,440304002,1,35,16,440304
1279,37,440304002,2,30,26,440304
1280,41,440304002,2,25,75,440304
1281,46,,2,55,1,
1282,52,440304002,2,15,8,440304
1283,44,440304002,1,15,427,440304
1284,41,440304002,2,15,14,440304
1285,13,,1,20,11,
1286,37,440304002,2,35,15,440304
1287,44,440304002,1,55,43,440304
1288,23,440304002,2,50,9,440304
1289,15,440303006,2,85,1,440303
1290,34,,2,25,35,
1291,44,440304002,2,45,113,440304
1292,35,440304002,1,30,21,440304
1293,43,440304002,2,30,146,440304
1294,61,440304002,2,55,11,440304
1295,41,440304002,1,45,51,440304
1296,44,440304002,1,65,25,440304
1297,61,440303006,1,60,2,440303
1298,65,440303006,2,5,1,440303
1299,37,440304002,1,50,10,440304
1300,35,440304002,2,0,2,440304
1301,51,440304002,1,20,84,440304
1302,51,440304002,1,35,48,440304
1303,52,440304002,1,40,8,440304
1304,51,440304002,2,40,79,440304
1305,13,440304002,2,35,12,440304
1306,"无
",440303006,1,0,2,440303
1307,～,440303006,2,80,1,440303
1308,19,440303006,2,30,1,440303
1309,13,440303006,2,5,1,440303
1310,62,440303006,1,70,1,440303
1311,5,440303006,2,5,1,440303
1312,34,440304002,2,70,4,440304
1313,62,440304002,2,20,13,440304
1314,23,440304002,1,30,24,440304
1315,41,440304002,2,1,15,440304
1316,41,440304002,2,30,60,440304
1317,32,440304002,2,10,3,440304
1318,22,440304002,2,5,2,440304
1319,35,440304002,1,15,12,440304
1320,51,440304002,1,65,8,440304
1321,52,440304002,2,45,7,440304
1322,53,440304002,2,45,4,440304
1323,50,440304002,1,10,4,440304
1324,65,440304002,2,45,6,440304
1325,43,440304002,2,55,32,440304
1326,35,440304002,2,50,9,440304
1327,14,440304002,1,50,1,440304
1328,35,440304002,2,65,4,440304
1329,50,440304002,2,1,5,440304
1330,21,440304002,1,55,6,440304
1331,21,440304002,2,5,4,440304
1332,42,440304002,2,55,28,440304
1333,15,440304002,1,30,7,440304
1334,33,440304002,1,50,7,440304
1335,52,440304002,2,5,3,440304
1336,11,440304002,1,45,11,440304
1337,53,440304002,2,20,12,440304
1338,37,440304002,2,50,5,440304
1339,22,440304002,1,45,14,440304
1340,12,440304002,2,5,2,440304
1341,13,440304002,2,45,3,440304
1342,14,440304002,2,40,5,440304
1343,11,440304002,2,1,1,440304
1344,无,440304002,1,15,4,440304
1345,35,440304002,2,45,10,440304
1346,14,440304002,1,80,1,440304
1347,65,440304002,2,20,6,440304
1348,52,440304002,1,35,12,440304
1349,62,440304002,1,35,5,440304
1350,21,440304002,1,15,8,440304
1351,65,440304002,2,55,3,440304
1352,13,440304002,2,60,4,440304
1353,34,440304002,2,75,2,440304
1354,35,440304002,1,70,2,440304
1355,14,440304002,2,20,6,440304
1356,36,440304002,1,70,4,440304
1357,15,440304002,2,10,2,440304
1358,23,440304002,1,65,5,440304
1359,20,440304002,1,10,1,440304
1360,46,440304002,2,25,17,440304
1361,46,440304002,2,45,1,440304
1362,"无
",440304002,1,1,1,440304
1363,31,440304002,1,55,2,440304
1364,50,440304002,1,30,3,440304
1365,43,440304002,1,0,2,440304
1366,43,440304002,2,0,2,440304
1367,14,440304002,2,55,1,440304
1368,12,440304002,1,50,2,440304
1369,61,440304002,1,65,5,440304
1370,23,440304002,1,15,4,440304
1371,14,440304002,1,10,1,440304
1372,65,440304002,1,20,8,440304
1373,33,440304002,1,80,1,440304
1374,34,440304002,1,65,4,440304
1375,无,440304002,2,75,3,440304
1376,14,440304002,2,65,2,440304
1377,11,440304002,2,70,1,440304
1378,15,440304002,1,25,3,440304
1379,53,440304002,2,35,9,440304
1380,62,440304002,2,15,4,440304
1381,52,440304002,1,5,2,440304
1382,62,440304002,1,15,4,440304
1383,无,440304002,2,10,1,440304
1384,32,440304002,2,55,5,440304
1385,34,440304002,2,10,5,440304
1386,53,440304002,1,5,1,440304
1387,52,440304002,2,50,5,440304
1388,63,440304002,2,40,3,440304
